,Date,Adj Close,daily_return
0,2017-01-03,58.291969299316406,
1,2017-01-04,58.03114700317383,-0.004474412157930541
2,2017-01-05,58.03114700317383,0.0
3,2017-01-06,58.534156799316406,0.008667927864928648
4,2017-01-09,58.34785461425781,-0.0031827943758945265
5,2017-01-10,58.3292236328125,-0.00031930876582320083
6,2017-01-11,58.86016082763672,0.009102421766600477
7,2017-01-12,58.319908142089844,-0.009178579839917987
8,2017-01-13,58.40374755859375,0.001437577993086636
9,2017-01-17,58.24539184570313,-0.002711396434479596
10,2017-01-18,58.21745300292969,-0.00047967473285193135
11,2017-01-19,58.03114700317383,-0.0032001743488586643
12,2017-01-20,58.44101333618164,0.007062868031634696
13,2017-01-23,58.64592742919922,0.0035063405187518715
14,2017-01-24,59.167564392089844,0.008894683497338685
15,2017-01-25,59.31659698486328,0.0025188225052805713
16,2017-01-26,59.86616134643555,0.009264934091085976
17,2017-01-27,61.2726936340332,0.023494612915939017
18,2017-01-30,60.667236328125,-0.009881356114755602
19,2017-01-31,60.22012329101562,-0.007369925913406128
20,2017-02-01,59.22344589233398,-0.016550570543756082
21,2017-02-02,58.84153366088867,-0.006448666160689287
22,2017-02-03,59.31659698486328,0.0080736054011179
23,2017-02-06,59.279335021972656,-0.0006281878055164336
24,2017-02-07,59.0837287902832,-0.0032997372797274327
25,2017-02-08,58.999900817871094,-0.0014187996277225112
26,2017-02-09,59.67055130004883,0.011366976433536458
27,2017-02-10,59.61466598510742,-0.0009365644145030717
28,2017-02-13,60.28534317016602,0.01125020452561354
29,2017-02-14,60.51025009155274,0.003730706496135827
30,2017-02-15,60.47276306152344,-0.0006195153709096513
31,2017-02-16,60.46337509155274,-0.00015524294732727206
32,2017-02-17,60.55709838867188,0.001550083781747702
33,2017-02-21,60.43526840209961,-0.002011820080782823
34,2017-02-22,60.31344223022461,-0.0020158125395330906
35,2017-02-23,60.55709838867188,0.004039831742933986
36,2017-02-24,60.55709838867188,0.0
37,2017-02-27,60.19161987304688,-0.006035271262160857
38,2017-02-28,59.95733642578125,-0.003892293441508432
39,2017-03-01,60.85698699951172,0.015004845567883285
40,2017-03-02,59.98545837402344,-0.014320929583570676
41,2017-03-03,60.210365295410156,0.003749357385657959
42,2017-03-06,60.2291030883789,0.0003112054357552463
43,2017-03-07,60.35093688964844,0.002022839375355856
44,2017-03-08,60.9038314819336,0.009161325752011562
45,2017-03-09,60.66018295288086,-0.004000545173007963
46,2017-03-10,60.84760665893555,0.0030897319614131558
47,2017-03-13,60.64144515991211,-0.0033881611840382853
48,2017-03-14,60.36030197143555,-0.004636155812830389
49,2017-03-15,60.67893600463867,0.005278867447580327
50,2017-03-16,60.575843811035156,-0.0016989782681033905
51,2017-03-17,60.7913818359375,0.0035581514237705844
52,2017-03-20,60.84760665893555,0.0009248814766176227
53,2017-03-21,60.1728744506836,-0.011088886569260992
54,2017-03-22,60.94131851196289,0.01277060583019174
55,2017-03-23,60.7913818359375,-0.002460345126860997
56,2017-03-24,60.89447021484375,0.0016957729170306026
57,2017-03-27,61.00691223144531,0.001846506196783615
58,2017-03-28,61.18498611450195,0.002918913227095921
59,2017-03-29,61.35366821289063,0.0027569197788654964
60,2017-03-30,61.57856750488281,0.0036656209570355975
61,2017-03-31,61.7191276550293,0.002282614809695493
62,2017-04-03,61.42864227294922,-0.004706569796379957
63,2017-04-04,61.59731674194336,0.002745860281994528
64,2017-04-05,61.43799591064453,-0.002586489797376857
65,2017-04-06,61.59731674194336,0.002593197075154263
66,2017-04-07,61.55046463012695,-0.0007606193628967307
67,2017-04-10,61.40987014770508,-0.002284214802711016
68,2017-04-11,61.36302947998047,-0.0007627547104716026
69,2017-04-12,61.12874221801758,-0.00381805239976496
70,2017-04-13,60.8663444519043,-0.004292543189870157
71,2017-04-17,61.36302947998047,0.008160257241481617
72,2017-04-18,61.27870178222656,-0.001374242739782261
